ap_timeo;ap_datemaj;Commune (nom);Coordonnées;Commune (code INSEE);id;ap_datedeb;ap_datefin;ap_adresse;desserte;desserte_scolaire;desserte_soirs_we;desserte_dimanche;desserte_2145;acces_pmr;banc;eclairage;poubelle;quartier_offre;ap_modif;Date de début de version;Date de fin de version;Est la version active;Visibilité
2715;2022-06-27T02:00:00+02:00;Noyal-Châtillon-sur-Seiche;48.078598, -1.661228;35206;2715;2022-10-24T02:00:00+02:00;;;61;;61;61;61;Oui;Oui;Oui;Oui;Noyal Nord;Changement de desserte;2022-10-24;;Oui;Grand public
1390;2022-09-01T02:00:00+02:00;Rennes;48.104175, -1.713394;35238;1390;2022-10-24T02:00:00+02:00;;24 rue Jules Vallès, Rennes;10;;;;;Oui;Oui;Oui;Oui;Centre commercial Cleunay;Nouveau nom;2024-02-12;;Oui;Grand public
3502;2019-10-02T02:00:00+02:00;Montgermont;48.155655, -1.720614;35189;3502;2019-10-07T02:00:00+02:00;;25 rue Pierre Texier, Montgermont;52;224 226 228 Ts41;;52;;Oui;Oui;Non;Oui;Montgermont - Centre-ville;Changement de desserte;2019-10-07;;Oui;Grand public
3503;2019-10-02T02:00:00+02:00;Montgermont;48.15574, -1.71654;35189;3503;2019-10-07T02:00:00+02:00;;1 rue Paumier, Montgermont;52;226 224 228;;52;;Oui;Oui;Oui;Oui;Montgermont - Centre-ville;Changement de desserte;2019-10-07;;Oui;Grand public
3501;2019-10-02T02:00:00+02:00;Montgermont;48.157221, -1.723306;35189;3501;;;18 rue Michel Gérard, Montgermont;52;226 224 228;52;52;;Impossible;Non;Non;Non;Montgermont - Centre-ville;Autre;2022-10-24;;Oui;Grand public
3514;2019-10-02T02:00:00+02:00;Montgermont;48.157089, -1.723308;35189;3514;;;18 rue Michel Gérard, Montgermont;52;226 224 228;;52;;Oui;Oui;Non;Oui;Montgermont - Centre-ville;Autre;2002-01-01;;Oui;Grand public
1117;2022-06-27T02:00:00+02:00;Rennes;48.112528, -1.666797;35238;1117;2022-10-24T02:00:00+02:00;;39 bis rue de Paris, Rennes;C5;;;;;Oui;Non;Non;Non;Rue de Paris;Changement de desserte;2022-10-24;;Oui;Grand public
2918;2022-06-27T02:00:00+02:00;Chartres-de-Bretagne;48.041996, -1.710919;35066;2918;2022-10-24T02:00:00+02:00;;8 rue de la Poterie, Chartres-de-Bretagne;72 91;;72;72;72;Oui;Non;Non;Non;Chartres Centre;Changement de desserte;2022-10-24;;Oui;Grand public
1534;2022-06-27T02:00:00+02:00;Rennes;48.088589, -1.674399;35238;1534;2022-10-24T02:00:00+02:00;;93 avenue Henri Fréville, Rennes;72 79 80 172 TTZ;;72;72;72;Oui;Oui;Oui;Non;Henri Fréville;Changement de desserte;2022-10-24;;Oui;Grand public
1284;2022-06-27T02:00:00+02:00;Rennes;48.131091, -1.664397;35238;1284;2022-10-24T02:00:00+02:00;;12 rue du Houx, Rennes;C3;;;;;Oui;Oui;Oui;Oui;Patton;Changement de desserte;2022-10-24;;Oui;Grand public
2621;2022-06-27T02:00:00+02:00;Vern-sur-Seiche;48.040905, -1.602366;35352;2621;2022-10-24T02:00:00+02:00;;58 rue de Châteaubriant, Vern-sur-Seiche;62 73;;62;62;62;Impossible;Non;Non;Non;Vern - La Touche;Changement de desserte;2022-10-24;;Oui;Grand public
1270;2022-06-27T02:00:00+02:00;Rennes;48.085811, -1.694039;35238;1270;2022-10-24T02:00:00+02:00;;26 allée Henri Bergson, Rennes;C5 72 59 TTZ;;72;72;72;Oui;Oui;Oui;Oui;Bréquigny;Changement de desserte;2022-10-24;;Oui;Grand public
2262;2022-07-25T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.068729, -1.697896;35281;2262;2023-01-03T01:00:00+01:00;;8 rue Emile Souvestre, Saint-Jacques-de-la-Lande;72 59 TTZ;;72;72;72;Oui;Non;Non;Non;Mivoie;Changement de desserte;2023-01-03;;Oui;Grand public
2855;2022-06-27T02:00:00+02:00;Saint-Grégoire;48.138277, -1.671885;35278;2855;2022-10-24T02:00:00+02:00;;80 B rue Pablo Neruda, Saint-Grégoire;32;;;;;Oui;Non;Non;Non;Patton;Changement de desserte;2022-10-24;;Oui;Grand public
2449;2022-06-27T02:00:00+02:00;Betton;48.183594, -1.646306;35024;2449;2022-10-24T02:00:00+02:00;;53 avenue d'Armorique, Betton;78 178;;;;;Oui;Non;Non;Non;Betton - centre ville;Changement de desserte;2022-10-24;;Oui;Grand public
2083;2022-09-01T02:00:00+02:00;Cesson-Sévigné;48.126951, -1.614326;35051;2083;2022-10-24T02:00:00+02:00;;42 square Dorée, Cesson-Sévigné;;200;;;;Oui;Non;Non;Non;Cesson nord;Changement de desserte;2024-02-12;;Oui;Grand public
1735;2022-09-30T02:00:00+02:00;Rennes;48.09572, -1.662127;35238;1735;2022-10-24T02:00:00+02:00;;15 rue Pierre Lebellé, Rennes;32;;;;;Oui;;;;;Création;2022-10-24;;Oui;Grand public
3953;2022-06-27T02:00:00+02:00;Saint-Sulpice-la-Forêt;48.217907, -1.581457;35315;3953;2022-10-24T02:00:00+02:00;;8 rue Naise, Saint-Sulpice-la-Forêt;70 71;;;71;;Oui;Oui;Oui;Oui;Saint-Sulpice la Forêt bourg;Changement de desserte;2022-10-24;;Oui;Grand public
1282;2022-09-01T02:00:00+02:00;Rennes;48.126278, -1.665489;35238;1282;2022-10-24T02:00:00+02:00;;200 avenue Général George S. Patton, Rennes;C3;;;;;Oui;Oui;Oui;Non;Motte-Brûlon;Changement de desserte;2023-08-01;;Oui;Grand public
2048;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.124466, -1.617618;35051;2048;2022-10-24T02:00:00+02:00;;46 rue du Cormier, Cesson-Sévigné;;216;;;;Oui;Non;Non;Non;Cesson - La Boulais;Changement de desserte;2022-10-24;;Oui;Grand public
2417;2022-06-27T02:00:00+02:00;Betton;48.181747, -1.638457;35024;2417;2022-10-24T02:00:00+02:00;;4 avenue Mozart, Betton;51 71;222;;71;;Oui;Oui;Non;Oui;Betton - centre ville;Changement de desserte;2022-10-24;;Oui;Grand public
1263;2022-06-27T02:00:00+02:00;Rennes;48.119629, -1.674316;35238;1263;2022-10-24T02:00:00+02:00;;96 rue d'Antrain, Rennes;C3;;;;;Oui;Oui;Oui;Oui;Rue d'Antrain;Changement de desserte;2022-10-24;;Oui;Grand public
6005;2022-06-27T02:00:00+02:00;Romillé;48.212414, -1.890827;35245;6005;2022-10-24T02:00:00+02:00;;21 rue des Templiers, Romillé;81 82;;81;81 82;;Oui;Non;Non;Non;Romillé - centre-ville;Changement de desserte;2022-10-24;2024-09-01;Oui;Grand public
1036;2022-06-27T02:00:00+02:00;Rennes;48.125556, -1.64198;35238;1036;2022-10-24T02:00:00+02:00;;51 rue Mirabeau, Rennes;C1;;;;;Oui;Oui;Oui;Non;Longs Champs;Changement de desserte;2022-10-24;2024-08-31;Oui;Grand public
2820;2022-06-27T02:00:00+02:00;Saint-Grégoire;48.151475, -1.691318;35278;2820;2022-10-24T02:00:00+02:00;;24 boulevard de la Belle Epine, Saint-Grégoire;78 32;204;;;;Oui;Oui;Oui;Oui;saint-Grégoire Belle Epine/Cité des jardins;Changement de desserte;2022-10-24;;Oui;Grand public
1536;2022-09-01T02:00:00+02:00;Rennes;48.127029, -1.629432;35238;1536;2022-10-24T02:00:00+02:00;;32 square Marcel Bouget, Rennes;C4 Relais_b;;;;;Oui;Oui;Non;Oui;Beaulieu Atalante;Nouveau nom;2022-10-24;;Oui;Grand public
2129;2022-09-01T02:00:00+02:00;Rennes;48.12767, -1.629021;35238;2129;2022-10-24T02:00:00+02:00;;26 square Marcel Bouget, Rennes;C4;;;;;Oui;Non;Non;Non;Beaulieu Atalante;Nouveau nom;2022-10-24;;Oui;Grand public
1407;2022-06-27T02:00:00+02:00;Rennes;48.133129, -1.656626;35238;1407;2022-10-24T02:00:00+02:00;;15 square de Stalingrad, Rennes;14;;;;;Oui;Oui;Oui;Non;Maurepas;Changement de desserte;2022-10-24;;Oui;Grand public
2022;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.114642, -1.609545;35051;2022;2022-10-24T02:00:00+02:00;;29 cours de la Vilaine, Cesson-Sévigné;C6;;;;;Oui;Non;Non;Non;Cesson Centre;Changement de desserte;2022-10-24;;Oui;Grand public
4529;2018-02-07T01:00:00+01:00;Gévezé;48.23377, -1.787716;35120;4529;;;20 les Ouches, Gévezé;;Ts45;;;;Non;Non;Non;Non;Gévezé - scolaire;;2002-01-01;;Oui;Grand public
4668;2018-02-07T01:00:00+01:00;Cintré;48.11265, -1.892139;35080;4668;;;3 Pré des Bordes, Cintré;;Ts36 Ts36;;;;Non;Non;Non;Non;Cintré - scolaire;;2002-01-01;;Oui;Grand public
2110;2018-02-07T01:00:00+01:00;Cesson-Sévigné;48.097628, -1.586757;35051;2110;;;5 la Touche sur Roche, Cesson-Sévigné;;Ts61;;;;Non;Non;Non;Non;Cesson campagne;;2002-01-01;;Oui;Grand public
3039;2020-06-03T02:00:00+02:00;Chantepie;48.073804, -1.577534;35055;3039;;;1 la Chevalerais, Chantepie;;;;;;Impossible;Non;Non;Non;Chantepie Est;;2002-01-01;;Oui;Grand public
2758;2018-02-07T01:00:00+01:00;;;;3220;;;23 Couasmes, Noyal-Châtillon-sur-Seiche;;Ts1;;;;Non;Non;Non;Non;Noyal campagne;;;;;
3256;2018-02-07T01:00:00+01:00;Orgères;47.97809, -1.659888;35208;3256;;;1 le Moulin Boitel, Orgères;;Ts5 Ts53;;;;Non;Non;Non;Non;Orgères Sud;;2002-01-01;;Oui;Grand public
4905;2018-02-07T01:00:00+01:00;Langan;48.234302, -1.843947;35144;4905;2016-08-29T02:00:00+02:00;;53 la Rouaudière, Langan;;Ts71;;;;Non;Non;Non;Non;Langan - scolaire;;2016-08-29;;Oui;Grand public
3238;2018-02-07T01:00:00+01:00;Orgères;47.991805, -1.672203;35208;3238;2016-08-29T02:00:00+02:00;;5 rue de l'Hermitière, Orgères;;Ts6;;;;Non;Oui;Non;Oui;Orgères campagne;;2016-08-29;;Oui;Grand public
4804;2022-09-30T02:00:00+02:00;Bécherel;48.295814, -1.945629;35022;4804;2014-01-02T01:00:00+01:00;;23 rue de la Libération, Bécherel;;RPI-2;;;;Oui;Non;Non;Non;Bécherel - scolaire;;2014-01-02;;Oui;Grand public
2137;2022-06-20T02:00:00+02:00;Cesson-Sévigné;48.132422, -1.620115;35051;2137;2022-12-15T01:00:00+01:00;;3780 boulevard des Alliés, Cesson-Sévigné;34;;;;;Oui;;;;;Création;2024-02-12;;Oui;Grand public
1113;2022-06-27T02:00:00+02:00;Rennes;48.116369, -1.655681;35238;1113;2022-10-24T02:00:00+02:00;;19 rue Danton, Rennes;C5;;;;;Oui;Oui;Oui;Oui;Jeanne d'Arc;Changement de desserte;2022-10-24;;Oui;Grand public
2513;2022-06-27T02:00:00+02:00;Le Rheu;48.097012, -1.776051;35240;2513;2022-10-24T02:00:00+02:00;;112 rue de Rennes, le Rheu;54;;54;54;54;Oui;Oui;Oui;Oui;Le Rheu - ZA Cormier;Changement de desserte;2022-10-24;;Oui;Grand public
4321;2022-09-30T02:00:00+02:00;L'Hermitage;48.131692, -1.826381;35131;4321;2020-09-01T02:00:00+02:00;;4 Frétillé, l'Hermitage;;Ts67;;;;Non;Non;Non;Non;L'Hermitage - scolaire;Création;2020-09-01;;Oui;Grand public
2218;2022-07-25T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.092405, -1.69168;35281;2218;2023-01-03T01:00:00+01:00;;256 A rue de Nantes, Saint-Jacques-de-la-Lande;C5 TTZ;;;;;Oui;Oui;Oui;Oui;Rue de Nantes;Changement de desserte;2023-01-03;;Oui;Grand public
2014;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.114721, -1.609708;35051;2014;2022-10-24T02:00:00+02:00;;58 cours de la Vilaine, Cesson-Sévigné;C6;;;;;Oui;Oui;Oui;Non;Cesson Centre;Changement de desserte;2023-09-04;;Oui;Grand public
1726;2022-09-30T02:00:00+02:00;Rennes;48.129937, -1.656723;35238;1726;2022-10-24T02:00:00+02:00;;27 rue Guy Ropartz, Rennes;;;;;;Oui;;;;;Création;2022-10-24;;Oui;Grand public
2637;2022-06-27T02:00:00+02:00;Vern-sur-Seiche;48.049663, -1.61536;35352;2637;2022-10-24T02:00:00+02:00;;15 allée Henri Matisse, Vern-sur-Seiche;62;;62;62;62;Oui;Oui;Oui;Oui;Vern - Haute Abbaye;Changement de desserte;2022-10-24;;Oui;Grand public
3225;2022-09-30T02:00:00+02:00;Orgères;47.962608, -1.684894;35208;3225;2020-09-01T02:00:00+02:00;;58 l'Hermitière, Orgères;;235;;;;Impossible;Non;Non;Non;Orgères L'hermitière;Changement de desserte;2020-09-01;;Oui;Grand public
1291;2022-06-27T02:00:00+02:00;Rennes;48.125124, -1.63315;35238;1291;2022-10-24T02:00:00+02:00;;6 square Albert Gorgiard, Rennes;C4 N4;216;;;;Oui;Oui;Oui;Non;Beaulieu Campus;Changement de desserte;2022-10-24;;Oui;Grand public
1396;2022-06-27T02:00:00+02:00;Rennes;48.102182, -1.705063;35238;1396;2022-10-24T02:00:00+02:00;;51 rue Champion de Cicé, Rennes;10 TTZ API N3;;;;;Oui;Oui;Oui;Oui;Cleunay;Changement de desserte;2024-02-12;;Oui;Grand public
1528;2022-06-27T02:00:00+02:00;Rennes;48.113992, -1.64442;35238;1528;2022-10-24T02:00:00+02:00;;122 avenue Général Leclerc, Rennes;67;206;;;;Oui;Oui;Oui;Non;Moulin de Joué;Changement de desserte;2022-10-24;;Oui;Grand public
1709;2022-09-30T02:00:00+02:00;Rennes;48.1252, -1.66354;35238;1709;2022-10-24T02:00:00+02:00;;3 boulevard Emmanuel Mounier, Rennes;32 Relais_b;;;;;Oui;;;;;Création;2024-02-12;;Oui;Grand public
1712;2022-09-30T02:00:00+02:00;Rennes;48.105413, -1.693463;35238;1712;2022-10-24T02:00:00+02:00;;16 rue Malakoff, Rennes;10;;;;;Oui;Oui;Oui;Oui;;Création;2022-10-24;;Oui;Grand public
2864;2022-06-27T02:00:00+02:00;Saint-Grégoire;48.136941, -1.690375;35278;2864;2022-10-24T02:00:00+02:00;;13 rue du Chesnay Beauregard, Saint-Grégoire;12 14 78 178;;;;;Oui;Non;Non;Non;Saint-Grégoire - C Cial Leclerc;Changement de desserte;2022-10-24;;Oui;Grand public
1462;2022-06-27T02:00:00+02:00;Rennes;48.093478, -1.670045;35238;1462;2022-10-24T02:00:00+02:00;;12 boulevard Emile Combes, Rennes;13 32;;;;;Oui;Oui;Non;Oui;Binquenais;Changement de desserte;2022-10-24;;Oui;Grand public
2702;2022-07-25T02:00:00+02:00;Noyal-Châtillon-sur-Seiche;48.06843, -1.697574;35206;2702;2023-01-03T01:00:00+01:00;;1 allée Alexander Bell, Noyal-Châtillon-sur-Seiche;59 72;;;72;;Impossible;Oui;Non;Oui;Mivoie;Changement de desserte;2023-01-03;;Oui;Grand public
2411;2022-06-27T02:00:00+02:00;Betton;48.161724, -1.647868;35024;2411;2022-10-24T02:00:00+02:00;;2 Bourg Nouveau, Betton;51 71;202 223;;51 71;51;Oui;Oui;Oui;Oui;Betton - Est;Changement de desserte;2023-07-10;;Oui;Grand public
1385;2022-09-01T02:00:00+02:00;Rennes;48.100846, -1.707059;35238;1385;2022-10-24T02:00:00+02:00;;44 rue Ferdinand de Lesseps, Rennes;10 N3 Relais_b;;;;;Oui;Oui;Non;Oui;Cleunay;Nouveau nom;2024-02-12;;Oui;Grand public
4011;2022-06-27T02:00:00+02:00;Acigné;48.13387, -1.537546;35001;4011;2022-10-24T02:00:00+02:00;;23 avenue de l'Abbé Barbedet, Acigné;164 64;200 220;64;64;64;Non;Non;Non;Non;Acigné Centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
2055;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.119961, -1.602179;35051;2055;2022-10-24T02:00:00+02:00;;7 B rue de la Chalotais, Cesson-Sévigné;;206 Ts61 214;;;;Oui;Oui;Oui;Oui;Cesson Centre;Changement de desserte;2022-10-24;;Oui;Grand public
2277;2021-02-02T01:00:00+01:00;Saint-Jacques-de-la-Lande;48.067941, -1.726907;35281;2277;2019-04-23T02:00:00+02:00;;18 avenue de l'Aéroport Joseph Le Brix, Saint-Jacques-de-la-Lande;C6;;;;;Oui;Oui;Oui;Oui;Aéroport;Création;2019-04-23;;Oui;Grand public
1194;2022-06-27T02:00:00+02:00;Rennes;48.118173, -1.687217;35238;1194;2022-10-24T02:00:00+02:00;;13 avenue du 41ème Régiment d'Infanterie, Rennes;10 Bzh7;208;;;;Oui;Oui;Oui;Non;Anatole France;Changement de desserte;2022-10-24;;Oui;Grand public
4671;2022-09-30T02:00:00+02:00;Cintré;48.103873, -1.878963;35080;4671;2022-10-24T02:00:00+02:00;;21 rue Emile Jourdan, Cintré;54 154;;53;54;;Oui;;;;;Création;2023-09-04;;Oui;Grand public
1517;2022-06-27T02:00:00+02:00;Rennes;48.118565, -1.713574;35238;1517;2022-10-24T02:00:00+02:00;;45 square du Berry, Rennes;52 65 77 81 82;;;65 77 81 82;;Oui;Non;Non;Non;Kennedy;Changement de desserte;2022-10-24;;Oui;Grand public
4151;2022-09-30T02:00:00+02:00;Brécé;48.109563, -1.480169;35039;4151;2022-10-24T02:00:00+02:00;;1 rue du Ruisseau, Brécé;67 167;;11;67;;Oui;Non;Non;Non;Brécé - centre-ville;Changement de desserte;2023-12-20;;Oui;Grand public
2403;2022-06-27T02:00:00+02:00;Betton;48.180722, -1.651937;35024;2403;2022-10-24T02:00:00+02:00;;1 allée des Omblais, Betton;51 83;202 223;;51;51;Impossible;Oui;Oui;Oui;Betton - centre ville;Changement de desserte;2022-10-24;;Oui;Grand public
5032;2021-02-04T01:00:00+01:00;Rennes;48.12146, -1.693584;35238;5032;2002-03-03T01:00:00+01:00;;;Relais_a;;;;;Non;Non;Non;Non;Pontchaillou;;2002-03-03;;Oui;Grand public
1646;2021-02-04T01:00:00+01:00;Rennes;48.086632, -1.668834;35238;1646;2017-04-18T02:00:00+02:00;;39 cours de Bilbao, Rennes;Relais_a N2 TTZ;;;;;Oui;Non;Non;Non;Italie;;2017-04-18;;Oui;Grand public
1412;2021-02-04T01:00:00+01:00;Rennes;48.121362, -1.707767;35238;1412;2018-09-03T02:00:00+02:00;;16 cours Président John Fitzgerald Kennedy, Rennes;12 14 Relais_a TTZ;;;;;Oui;Oui;Oui;Non;Kennedy;;2022-10-24;;Oui;Grand public
1687;2022-09-01T02:00:00+02:00;Rennes;48.120636, -1.631765;35238;1687;2022-10-24T02:00:00+02:00;;2 rue Antoine Becquerel, Rennes;C4;;;;;Oui;Non;Non;Non;Beaulieu Campus;Changement de desserte;2024-02-12;;Oui;Grand public
2136;2022-06-20T02:00:00+02:00;Cesson-Sévigné;48.132652, -1.620511;35051;2136;2022-12-15T01:00:00+01:00;;3780 boulevard des Alliés, Cesson-Sévigné;34;;;;;Oui;;;;;Création;2024-02-12;;Oui;Grand public
2705;2022-09-30T02:00:00+02:00;Noyal-Châtillon-sur-Seiche;48.02908, -1.659799;35206;2705;2021-02-22T01:00:00+01:00;;1 la Lande Jambu, Noyal-Châtillon-sur-Seiche;61;;;61;;Non;Oui;Non;Oui;Noyal Sud;Création;2021-02-22;;Oui;Grand public
2818;2022-06-27T02:00:00+02:00;Saint-Grégoire;48.146946, -1.686104;35278;2818;2022-10-24T02:00:00+02:00;;7 allée de la Charmille, Saint-Grégoire;C2 178;204;;;;Oui;Oui;Oui;Oui;Saint-Grégoire - Haut Trait/CHP;Changement de desserte;2022-10-24;2024-08-31;Oui;Grand public
1204;2022-09-01T02:00:00+02:00;Rennes;48.119039, -1.635045;35238;1204;2022-10-24T02:00:00+02:00;;;C4 10 14 N4;;;;;Oui;Oui;Oui;Non;Beaulieu Campus;Changement de desserte;2022-10-24;;Oui;Grand public
1030;2022-06-27T02:00:00+02:00;Rennes;48.119572, -1.666629;35238;1030;2022-10-24T02:00:00+02:00;;78 rue de Fougères, Rennes;C1 N5;;;;;Oui;Oui;Non;Non;Fougères/Sévigné;Changement de desserte;2024-02-12;2024-08-31;Oui;Grand public
1714;2022-09-01T02:00:00+02:00;Rennes;48.105142, -1.691901;35238;1714;2022-10-24T02:00:00+02:00;;42 rue de Redon, Rennes;API N3 Relais_b;;;;;Oui;;;;;Changement de desserte;2022-10-24;;Oui;Grand public
2367;2022-09-01T02:00:00+02:00;Bruz;48.033353, -1.733602;35047;2367;2022-10-24T02:00:00+02:00;;32 rue du Champ Niguel, Bruz;;Ts4 Ts5 Ts6 Ts7 Ts9 Ts10 Ts11 Ts12 229 Ts13 231 230 219;;;;Non;Non;Non;Non;Bruz - scolaire;Changement de desserte;2022-10-24;;Oui;Grand public
5056;2022-09-01T02:00:00+02:00;;;;3546;2022-09-20T02:00:00+02:00;;1 rue de la Croix Carrée, Rennes;b;;;;;Oui;Oui;Oui;Oui;;Création;;;;
5026;2021-09-15T02:00:00+02:00;;;;3547;;;22 avenue Henri Fréville, Rennes;a;;;;;Oui;Oui;Oui;Oui;Henri Fréville;;;;;
3405;2022-06-27T02:00:00+02:00;Nouvoitou;48.04458, -1.561621;35204;3405;2022-10-24T02:00:00+02:00;;;75 175;;;62;;Impossible;Oui;Non;Oui;Nouvoitou Eclosel;Changement de desserte;2022-10-24;;Oui;Grand public
1684;2022-06-27T02:00:00+02:00;Rennes;48.121669, -1.651209;35238;1684;2022-10-24T02:00:00+02:00;;105 boulevard de Vitré, Rennes;C5 14;206 216;;;;Oui;Oui;Oui;Oui;Centre scolaire les Gayeulles;Changement de desserte;2022-10-24;;Oui;Grand public
3723;2022-06-27T02:00:00+02:00;Saint-Gilles;48.15406, -1.837815;35275;3723;2022-10-24T02:00:00+02:00;;3 rue Michel Jazy, Saint-Gilles;52 152;218 227 240;81;77;;Oui;Non;Non;Non;Saint-Gilles - centre-ville;Changement de desserte;2022-10-24;2024-09-01;Oui;Grand public
2067;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.120381, -1.602371;35051;2067;2022-10-24T02:00:00+02:00;;7 C rue de la Chalotais, Cesson-Sévigné;;206 Ts61 214;;;;Oui;Non;Non;Non;Cesson Centre;Changement de desserte;2022-10-24;;Oui;Grand public
1567;2022-06-27T02:00:00+02:00;Rennes;48.106213, -1.677425;35238;1567;2022-10-24T02:00:00+02:00;;16 rue d'Isly, Rennes;54 55;;;54 55;54;Oui;Oui;Non;Non;CDG - Colombier;Changement de desserte;2024-02-12;;Oui;Grand public
2645;2022-09-30T02:00:00+02:00;Vern-sur-Seiche;48.041282, -1.592092;35352;2645;2021-05-03T02:00:00+02:00;;26 rue des Perrières, Vern-sur-Seiche;;232;;;;;Non;Non;Non;;Création;2021-05-03;;Oui;Grand public
3728;2021-09-15T02:00:00+02:00;Saint-Gilles;48.162194, -1.872155;35275;3728;;;7 la Haute Fresnais, Saint-Gilles;;Ts67;;;;Non;Non;Non;Non;Saint-Gilles - scolaire;;2002-01-01;;Oui;Grand public
3162;2021-09-15T02:00:00+02:00;Pacé;48.152311, -1.771231;35210;3162;2017-11-06T01:00:00+01:00;;53 avenue Le Brix, Pacé;;Ts41 218 Ts43 Ts44 Ts45 Ts46 226 227 236;;;;Non;Non;Non;Non;Pacé - scolaire;Changement de desserte;2017-11-06;;Oui;Grand public
3860;2022-06-27T02:00:00+02:00;Mordelles;48.083671, -1.81582;35196;3860;2022-10-24T02:00:00+02:00;;34 Grande Fontaine, Mordelles;55;239;;55;54;Impossible;Non;Non;Non;Mordelles - Campagne;Changement de desserte;2022-10-24;;Oui;Grand public
1118;2022-06-27T02:00:00+02:00;Rennes;48.111816, -1.671244;35238;1118;2022-10-24T02:00:00+02:00;;17 rue de Viarmes, Rennes;C5;;;;;Oui;Non;Non;Non;Rue de Paris;Changement de desserte;2022-10-24;;Oui;Grand public
2272;2021-09-15T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.070178, -1.70307;35281;2272;2015-08-31T02:00:00+02:00;;3 rue des Champs Ruffaux, Saint-Jacques-de-la-Lande;72;;;;;Oui;Oui;Non;Oui;Mivoie;Autre;2015-08-31;;Oui;Grand public
1046;2021-09-15T02:00:00+02:00;Rennes;48.11824, -1.689403;35238;1046;2015-08-31T02:00:00+02:00;;47 boulevard de Verdun, Rennes;C2;;;;;Oui;Oui;Oui;Oui;Anatole France;;2022-10-24;2024-08-31;Oui;Grand public
1269;2021-09-15T02:00:00+02:00;Rennes;48.084081, -1.692043;35238;1269;2016-08-29T02:00:00+02:00;;56 avenue de Bréquigny, Rennes;C5;;;;;Oui;Oui;Oui;Oui;Bréquigny;;2016-08-29;;Oui;Grand public
1470;2021-09-15T02:00:00+02:00;Rennes;48.100631, -1.650392;35238;1470;2016-08-29T02:00:00+02:00;;81 rue de Châteaugiron, Rennes;C1;;;;;Oui;Oui;Oui;Oui;Rue de Châteaugiron;;2016-08-29;;Oui;Grand public
1307;2021-09-15T02:00:00+02:00;Rennes;48.121755, -1.703954;35238;1307;2017-02-27T01:00:00+01:00;;1 square d'Alsace, Rennes;14 76 C4 N1 Relais_a;;;;;Oui;Oui;Oui;Oui;Campus Villejean;;2017-02-27;;Oui;Grand public
4018;2022-06-27T02:00:00+02:00;Acigné;48.134021, -1.540447;35001;4018;2022-10-24T02:00:00+02:00;;6 rue de Rennes, Acigné;64 164;200 220;;64;64;Oui;Oui;Oui;Oui;Acigné Centre-ville;;2022-10-24;;Oui;Grand public
2860;2021-09-15T02:00:00+02:00;Saint-Grégoire;48.136916, -1.697331;35278;2860;2017-11-29T01:00:00+01:00;;2 les Trois Epines, Saint-Grégoire;52 68;;52;52;;Oui;Non;Non;Oui;Grand Quartier;;2017-11-29;;Oui;Grand public
4112;2021-09-15T02:00:00+02:00;Corps-Nuds;47.985302, -1.576027;35088;4112;2019-09-02T02:00:00+02:00;;79 boulevard de la Gare, Corps-Nuds;73 173;;62;62;;Oui;Oui;Oui;Oui;Corps-Nuds gare;Changement de desserte;2019-09-02;;Oui;Grand public
1553;2021-09-15T02:00:00+02:00;Rennes;48.121297, -1.702339;35238;1553;2019-09-02T02:00:00+02:00;;18 avenue de la Bataille Flandres-Dunkerque Mai 1940, Rennes;52;205;52;52;;Oui;Oui;Oui;Oui;Campus Villejean;Changement de desserte;2019-09-02;;Oui;Grand public
1387;2022-06-27T02:00:00+02:00;Rennes;48.098044, -1.708181;35238;1387;2022-10-24T02:00:00+02:00;;16 square des Collines, Rennes;10;;;;;Oui;Oui;Oui;Oui;Cleunay;Changement de desserte;2024-02-12;;Oui;Grand public
1548;2021-09-15T02:00:00+02:00;Rennes;48.092122, -1.737327;35238;1548;;;;API;211;;;;Oui;Non;Oui;Oui;Apigné;;2023-09-04;;Oui;Grand public
1007;2022-06-27T02:00:00+02:00;Rennes;48.121446, -1.655036;35238;1007;2022-10-24T02:00:00+02:00;;1 boulevard Raymond Poincaré, Rennes;C1 14 N5;200 201 202 204 206 216;;;;Oui;Oui;Oui;Non;Centre scolaire les Gayeulles;Changement de desserte;2022-10-24;2024-08-31;Oui;Grand public
1659;2021-09-15T02:00:00+02:00;Rennes;48.086752, -1.675501;35238;1659;2017-04-18T02:00:00+02:00;;26 avenue Henri Fréville, Rennes;TTZ;;;;;;Non;Non;Non;Henri Fréville;;2017-04-18;;Oui;Grand public
1725;2022-09-30T02:00:00+02:00;Rennes;48.129932, -1.656876;35238;1725;2022-10-24T02:00:00+02:00;;27 rue Guy Ropartz, Rennes;Relais_b;;;;;Oui;;;;;Création;2024-02-12;;Oui;Grand public
